ID,SMILES,InChIKey,#acid,#amide,#amidine,#amine,#in34,#in56,#metab,#NandO,#noncon,#nonHatm,#ringatoms,#rotor,#rtvFG,#stars,%Vbur_C_SF_2.0Å_Boltz,%Vbur_C_SF_2.5Å_Boltz,%Vbur_C_SF_3.0Å_Boltz,%Vbur_C_SF_3.5Å_Boltz,%Vbur_C_SF_4.0Å_Boltz,%Vbur_S_2.0Å_Boltz,%Vbur_S_2.5Å_Boltz,%Vbur_S_3.0Å_Boltz,%Vbur_S_3.5Å_Boltz,%Vbur_S_4.0Å_Boltz,accptHB,angle_C_SF_S_F(°)_Boltz,ChelpG_charge_C_SF_Boltz,ChelpG_charge_F_Boltz,ChelpG_charge_S_Boltz,CIQPlogS,CNS,dip^2/V,dipole,dipole(Debye)_Boltz,distance_C_SF_F(Å)_Boltz,distance_C_SF_S(Å)_Boltz,distance_S_F(Å)_Boltz,donorHB,EA(eV),FISA,FOSA,glob,Hirsh_atom_dipole_C_SF_Boltz,Hirsh_atom_dipole_F_Boltz,Hirsh_atom_dipole_S_Boltz,Hirsh_charge_C_SF_Boltz,Hirsh_charge_F_Boltz,Hirsh_charge_S_Boltz,Hirsh_CM5_charge_C_SF_Boltz,Hirsh_CM5_charge_F_Boltz,Hirsh_CM5_charge_S_Boltz,HOMO_Boltz,HumanOralAbsorption,IP(eV),Jm,LUMO_Boltz,mol MW,NBO_charge_C_SF_Boltz,NBO_charge_F_Boltz,NBO_O_avg_Boltz,NBO_charge_S_Boltz,NMR_shift_C_SF_Boltz,NMR_shift_F_Boltz,PercentHumanOralAbsorption,PISA,polar_aniso(Debye)_Boltz,polar_iso(Debye)_Boltz,PSA,pyramidalization_Agranat-Radhakrishnan_S_Boltz,pyramidalization_Gavrish_S(°)_Boltz,QPlogBB,QPlogHERG,QPlogKhsa,QPlogKp,QPlogPC16,QPlogPo/w,QPlogPoct,QPlogPw,QPlogS,QPPCaco,QPPMDCK,QPpolrz,RuleOfFive,RuleOfThree,SAamideO,SAfluorine,SASA,SASA_sphericity_Boltz,SASA_surface_area(Å²)_Boltz,SASA_volume(Å³)_Boltz,Sterimol_B1_S_C_SF(Å)_morfeus_Boltz,Sterimol_B1_S_F(Å)_morfeus_Boltz,Sterimol_B5_S_C_SF(Å)_morfeus_Boltz,Sterimol_B5_S_F(Å)_morfeus_Boltz,Sterimol_L_S_C_SF(Å)_morfeus_Boltz,Sterimol_L_S_F(Å)_morfeus_Boltz,volume,volume(Bohr_radius³/mol)_Boltz,WPSA,η_Boltz,μ_Boltz,ω_Boltz
3677,COC1=C(Cl)C(=CC=C1C1=C2C=CC(=CC2=NC=N1)S(F)(=O)=O)C(F)(F)F,NMIIQZAHQQZLFW-UHFFFAOYSA-N,0,0,0,0,0,16,2,5,0,27,16,3,1,2,97.00617269,89.54117738,79.72838492,68.20046675,56.0079583,98.25309858,89.34620187,73.55857288,55.27686871,42.20270532,6.75,97.96400315,-0.060114833,-0.212326489,0.967710463,-5.837,0,0.0058028,2.473,3.983791003,2.571574321,1.778760546,1.626973789,0,2.324,117.456,66.719,0.8423087,0.062419047,0.150221279,0.619929707,-0.013099792,-0.134992161,0.5411656,-0.004450823,-0.141348557,0.614420695,-0.327987067,3,10.063,0.036,-0.088299732,420.765,-0.332479971,-0.493421802,-0.882835589,2.392475383,20.1258302,58.84753436,96.717,200.981,136.4974531,223.4865532,69.345,0.683428122,4.996189032,-0.207,-5.042,-0.255,-2.688,9.555,3.106,16.494,9.376,-4.377,762.196,5182.921,36.023,0,0,0,160.34,594.666,0.811017067,563.8337137,919.4865205,2.535750349,2.082909212,7.159737115,12.81662147,12.33108641,4.454606186,1054.068,2569.712295,209.51,0.239687335,-0.208143399,0.090375704
3678,COC1=C(F)C=C(C=C1)S(F)(=O)=O,ZKVVOIWXDIFCOR-UHFFFAOYSA-N,0,0,0,0,0,6,1,3,0,13,6,2,1,0,97.05928068,89.46196761,79.63346656,68.00822071,55.28289197,98.39212555,89.37554783,73.61054925,55.30934697,42.22570397,4.75,98.99174504,-0.160283046,-0.224009834,0.990993974,-1.65,0,0.0931946,7.522,6.40948753,2.582186137,1.764286545,1.629770828,0,1.498,85.495,95.514,0.8956975,0.060426575,0.15741205,0.613483607,-0.035539333,-0.14169107,0.535234614,-0.026600174,-0.147923932,0.607712221,-0.319086545,3,10.366,42.2,-0.035009117,208.179,-0.388076292,-0.49711,-0.889927792,2.397716623,35.75563762,56.7545517,89.149,107.808,77.16155348,99.97108515,47.343,0.693961266,5.094587382,-0.026,-3.734,-0.975,-2.523,4.54,0.887,9.502,6.238,-1.205,1531.603,2711.204,17.891,0,0,0,97.451,387.155,0.882358672,354.8790032,521.0286255,1.991532027,2.092019227,3.828456113,8.776756173,9.229880113,3.499773278,607.186,1372.847649,98.337,0.284077428,-0.177047831,0.055172351
3679,COC1=C(N=CC=N1)S(F)(=O)=O,ZIMJZSGDFYITAW-UHFFFAOYSA-N,0,0,0,0,0,6,3,5,0,12,6,2,1,2,95.58687809,87.73884642,77.94349991,67.3424241,56.49725909,98.40996748,89.73612126,73.73770847,55.25185138,42.3448613,6,97.45327054,-0.037412065,-0.220638342,1.021104339,-0.73,0,0.1076748,7.879,6.011543564,2.580298772,1.80531735,1.624242413,0,1.703,119.009,98.246,0.8967478,0.131905148,0.145393625,0.622682514,0.023826251,-0.131051177,0.530961691,0.126127719,-0.136432913,0.615905642,-0.334526646,3,10.777,134.712,-0.057760889,192.165,-0.166724905,-0.488666059,-0.869393813,2.369628186,24.41452309,77.53627122,76,111.375,54.79423978,89.30190361,70.387,0.672941741,4.892999446,-0.433,-3.734,-1.398,-3.128,4.827,-0.387,9.867,7.67,-0.026,736.782,627.071,16.701,0,0,0,43.95,373.602,0.889854024,334.3326439,482.5252285,2.230871601,2.07359191,5.481520507,6.585255449,7.051334475,3.602957121,576.596,1424.627423,44.972,0.276765757,-0.196143767,0.069512481
3680,COC1=C(NC(=O)CCC2=CC=C(C=C2)N2C(N)=NC(N)=NC2(C)C)C=C(C=C1)S(F)(=O)=O,OQEAKECBRGOTGE-UHFFFAOYSA-N,0,0,0,0,0,18,4,10,1,33,18,8,1,1,97.62061378,93.57917032,88.16136576,81.06367022,72.67436832,99.07049231,93.45012357,82.1206618,68.36281607,58.21852311,10.75,99.08682556,-0.070229775,-0.234002285,0.970551039,-5.428,-2,0.1153416,12.843,9.086572181,2.579999843,1.759968086,1.62882368,5,1.308,276.923,281.042,0.7644994,0.056390708,0.157064258,0.621227556,-0.02885592,-0.141317194,0.544758231,-0.020032818,-0.147667335,0.615827326,-0.266291883,2,8.427,0,-0.021530988,476.525,-0.374001807,-0.497785645,-0.907263707,2.417121597,34.38092917,60.23705308,61.542,194.736,103.6646041,284.4509215,158.914,0.716404509,5.294858658,-2.954,-6.271,-0.071,-5.169,15.88,1.721,31.15,21.024,-5.706,23.433,16.131,47.801,0,1,0,49.374,802.962,0.85583119,599.6519723,1093.287345,2.426937335,2.868283868,7.774148176,9.04474945,9.171236379,3.498760913,1430.082,2926.091854,50.261,0.244760895,-0.143911435,0.042317897
3681,COC1=C(NC(=O)COC2=CC(Cl)=CC=C2)C=C(C=C1)S(F)(=O)=O,BFYHTATVABGCOU-UHFFFAOYSA-N,0,0,0,0,0,12,4,6,0,24,12,6,1,1,96.97184668,89.53705787,79.70472483,68.48646654,56.71473919,98.31210844,89.46143669,73.69739741,55.39137753,42.37810903,8,98.92739771,-0.125876494,-0.221463489,0.95617714,-4.339,-1,0.1846289,13.882,8.09185999,2.583215728,1.766133562,1.630796698,1,1.288,130.33,147.139,0.8361925,0.06119486,0.159730221,0.613232356,-0.035360181,-0.143554773,0.534813646,-0.026383103,-0.149782661,0.607185696,-0.297483438,3,9.402,0.15,-0.029365007,373.783,-0.381326218,-0.498734084,-0.890809942,2.396687705,34.20812049,58.49871058,89.678,203.466,95.50254426,204.5306237,89.127,0.697228014,5.120047406,-0.761,-5.153,-0.348,-2.629,10.72,2.277,19.735,11.483,-3.769,575.416,1149.338,33.71,0,0,0,41.195,595.124,0.836250389,530.2050609,877.9302019,2.100098372,2.095412621,6.593323413,11.54174272,11.78051409,5.178682163,1043.813,2840.489001,114.189,0.26811843,-0.163424223,0.049802515
3682,COC1=C(O)C=C(C=C1)S(F)(=O)=O,AYGWWBAYYCGNID-UHFFFAOYSA-N,0,0,0,0,0,6,2,4,0,13,6,3,1,0,97.06166211,89.48727409,79.68058071,68.08456434,55.40748167,98.37561934,89.4579403,73.70370231,55.38125265,42.27337103,5.5,98.95663119,-0.158384357,-0.227407817,0.989893119,-1.709,-1,0.0726346,6.679,8.084381013,2.583622385,1.765851694,1.630877322,1,1.319,140.424,95.397,0.8941354,0.061452447,0.159886127,0.612691033,-0.03477916,-0.143788752,0.534558137,-0.025920535,-0.15000847,0.606890676,-0.30167303,3,9.737,2.419,-0.027169986,206.188,-0.373077186,-0.498741612,-0.891883377,2.396038019,33.24276021,57.72668847,76.33,104.49,78.33516273,103.6042439,69.496,0.698201659,5.129256449,-0.665,-3.743,-0.772,-3.451,5.502,0.29,10.933,8.563,-1.479,461.595,405.344,17.493,0,0,0,49.565,390.761,0.882391401,357.3842032,526.6266254,1.992716244,2.096579547,3.909470976,8.778740109,9.235534826,3.500801597,614.078,1543.475719,50.45,0.274503044,-0.164421508,0.049237963
3683,COC1=C(O)C=CC(=C1)S(F)(=O)=O,KEVQIPNINYKAMP-UHFFFAOYSA-N,0,0,0,0,0,6,2,4,0,13,6,3,1,0,97.00576293,89.47860925,79.68889948,68.43699493,56.59490473,98.35194605,89.50952844,73.7308105,55.44428504,42.32220339,5.5,99.303981,-0.133356798,-0.227882012,0.981839877,-1.709,-1,0.0831616,7.148,5.798280827,2.587009842,1.760735296,1.631969965,1,1.298,141.236,95.209,0.8934179,0.06010793,0.161893475,0.609921087,-0.040613754,-0.145713917,0.532251678,-0.031766776,-0.151910419,0.604128188,-0.303588812,3,9.823,2.309,-0.028159861,206.188,-0.390228515,-0.49979996,-0.894084929,2.397069925,37.3546387,57.45406832,76.161,104.551,71.56286275,102.875217,69.66,0.701063744,5.157940788,-0.674,-3.755,-0.772,-3.466,5.507,0.285,11.083,8.57,-1.485,453.478,396.385,17.505,0,0,0,49.318,391.195,0.882365905,357.3209748,526.4227112,1.99041803,2.099118152,5.450939408,7.563662729,7.792649455,3.501966833,614.362,1540.67545,50.199,0.275428951,-0.165874336,0.049949791
3684,COC1=C(OC)C(OC)=C(C=C1)S(F)(=O)=O,RKABGEAUTXXXCB-UHFFFAOYSA-N,0,0,0,0,0,6,3,5,0,16,6,4,1,0,96.65731,89.36205109,81.20148233,72.02939483,61.48429275,99.03157667,91.06122799,76.01371311,58.82244512,46.55077728,6.25,97.4737419,-0.276775141,-0.22370365,1.00528549,-1.848,0,0.1192985,9.547,6.958285099,2.567737625,1.776511556,1.637262705,0,0.984,86.737,254.597,0.8717933,0.066541023,0.154295986,0.617365252,-0.046252408,-0.135625549,0.534149453,-0.03277634,-0.143925062,0.60961174,-0.305974449,3,9.417,48.38,-0.011851459,250.241,-0.408153283,-0.506932912,-0.882637747,2.40038205,34.52160342,86.40617591,88.953,80.213,74.70100803,130.3564618,54.382,0.705839912,5.184485419,-0.335,-3.989,-1.006,-2.451,6.182,0.89,11.899,7.259,-1.262,1490.632,1294.658,22.619,0,0,0,41.158,463.609,0.866334249,413.8356638,638.3176143,2.415159726,2.104487758,5.291833325,8.852666425,9.271926267,3.507310382,764.012,2100.122306,42.061,0.294122991,-0.158912954,0.042934728
3685,COC1=CC(=C(C)C=C1)C1=NC=NC2=C1C=CC(=C2)S(F)(=O)=O,MZDULIOTICYUQF-UHFFFAOYSA-N,0,0,0,0,0,16,3,5,0,23,16,3,1,1,97.005469,89.53836444,79.73217915,68.24231387,55.91935102,98.25960054,89.37772493,73.59479947,55.29460605,42.21142376,6.75,98.08025891,-0.040881705,-0.223472033,0.992551773,-3.959,0,0.0440529,6.582,6.268198877,2.573602075,1.777959791,1.627526718,0,2.07,117.854,164.4,0.8347491,0.06159875,0.151559236,0.618997317,-0.015055015,-0.136200649,0.540283721,-0.00639865,-0.142543921,0.613441973,-0.287339493,3,9.339,0.493,-0.077329296,332.349,-0.336981129,-0.494242135,-0.88421679,2.392510798,20.72813822,58.89551001,90.616,240.293,132.177889,216.733478,69.993,0.685511343,5.014326689,-0.621,-5.352,-0.46,-2.557,9.51,2.076,15.393,9.539,-3.493,755.601,690.244,33.575,0,0,0,49.535,572.967,0.816343715,528.3094763,842.1946136,2.75896202,2.084644461,6.965368463,11.66126298,11.33436961,4.277149319,983.515,2230.19773,50.421,0.210010198,-0.182334395,0.079157178
3686,COC1=CC(=CC(OC)=C1OC)S(F)(=O)=O,VDKATTIDRRFHLG-UHFFFAOYSA-N,0,0,0,0,0,6,3,5,0,16,6,4,1,0,97.07768322,89.52171526,79.74624582,69.03868187,58.63948524,98.40451261,89.49312978,73.76617629,55.47443242,42.3669778,6.25,98.90687093,-0.112702049,-0.235377412,1.024460589,-1.848,0,0.0524151,6.289,4.728758646,2.584264518,1.767629848,1.631256461,0,1.292,85.159,274.051,0.8700878,0.061641067,0.160286749,0.612950967,-0.032065701,-0.144107556,0.535522771,-0.023384472,-0.150352461,0.607488467,-0.302205298,3,9.537,42.632,-0.031684912,250.241,-0.33955015,-0.498973891,-0.892678446,2.394466214,32.12762477,58.26263565,88.912,51.002,81.20756289,132.686787,58.927,0.699997746,5.145128384,-0.304,-3.877,-1.033,-2.525,5.802,0.837,10.733,7.045,-1.243,1542.89,1494.076,21.962,0,0,0,49.582,460.679,0.849052439,427.2316637,649.6306215,2.04517099,2.098213301,5.451756174,8.780213089,9.123220997,3.501255309,754.561,1793.797006,50.466,0.270520386,-0.166945105,0.051509796
3688,COC1=CC(=NC=C1)S(F)(=O)=O,BGSASQABKCTKHM-UHFFFAOYSA-N,0,0,0,0,0,6,2,4,0,12,6,2,1,1,95.89113948,87.91740688,77.31610278,65.82855003,54.47958135,98.2450994,89.07824653,72.62290201,53.91279516,40.75701876,5.75,97.75851902,0.347483041,-0.206428104,0.913120525,-0.825,0,0.0770825,6.675,7.350022411,2.586929441,1.804220872,1.626279216,0,1.318,108.584,95.643,0.9048962,0.136313429,0.148764973,0.621467205,0.036987801,-0.134161148,0.533692815,0.126184014,-0.139612775,0.61559313,-0.340890492,3,10.546,181.216,-0.041754587,191.177,-0.078759877,-0.491128923,-0.881200312,2.36678825,5.684154215,73.33248889,79.069,119.393,61.68586495,93.11201559,60.799,0.680853095,4.963349597,-0.325,-3.64,-1.327,-2.908,4.883,-0.165,9.35,7.401,-0.115,925.127,825.516,16.838,0,0,0,46.675,370.883,0.884550392,342.6400232,496.1520739,2.245253917,2.081448273,5.01149513,7.618139446,7.522264771,3.496277584,578.103,1281.537083,47.263,0.299135904,-0.191322539,0.061190872
3689,COC1=CC(C)=CC=C1S(F)(=O)=O,MZXRLQVTSOPGKU-UHFFFAOYSA-N,0,0,0,0,0,6,2,3,0,13,6,2,1,0,96.85556675,89.52056804,80.66668945,70.37578309,58.91991257,98.48339925,90.05832437,74.86710417,56.88063798,44.08020119,4.75,99.02954754,-0.300921929,-0.220141134,0.981429242,-1.566,0,0.1240899,9.004,6.974948205,2.585370434,1.769678408,1.62735122,0,1.057,87.534,181.604,0.887937,0.059629725,0.154835848,0.612135991,-0.045300523,-0.139047225,0.530755103,-0.031616869,-0.144983428,0.605732762,-0.307274238,3,10.004,22.669,-0.028635694,204.216,-0.425741504,-0.49500518,-0.888974621,2.400981011,40.91223478,71.04672698,88.971,98.522,69.90693641,111.0320387,46.441,0.700660247,5.12648594,-0.193,-3.815,-0.841,-2.594,5.279,0.916,10.245,6.224,-1.361,1464.927,1276.689,19.651,0,0,0,41.549,410.104,0.877034927,369.5784727,548.7440636,2.18057821,2.100742359,5.459283828,7.664512832,8.168065694,3.497342891,653.381,1442.461113,42.444,0.278638544,-0.167954966,0.050623275
3690,COC1=CC(NC(=O)CCC2=CC=C(C=C2)N2C(N)=NC(N)=NC2(C)C)=CC=C1S(F)(=O)=O,GXRBERZNWIFWFT-UHFFFAOYSA-N,0,0,0,0,0,18,3,10,1,33,18,8,1,1,96.83599339,90.56476682,84.34998438,77.01467968,68.33131795,98.94477179,92.03647723,78.8473596,62.88060484,51.64449937,10.75,98.9160993,-0.369278576,-0.21357725,1.002277869,-5.428,-2,0.0714977,10.114,8.666139075,2.580363217,1.765436088,1.628258226,5,1.067,280.496,280.958,0.7620049,0.063038163,0.14885372,0.617123756,-0.051624062,-0.132210922,0.536710746,-0.037739561,-0.139393093,0.610596323,-0.270228251,2,8.485,0,-0.029967741,476.525,-0.445471733,-0.496476066,-0.895827294,2.408515388,44.52060619,79.2503125,60.685,200.237,137.2199621,288.7642731,160.291,0.714931821,5.25348538,-3.031,-6.338,-0.074,-5.216,16.006,1.679,30.558,21.091,-5.722,21.675,13.721,47.876,0,2,0,43.208,805.807,0.852326668,605.4106389,1102.177321,2.353269487,2.512250537,8.626276248,10.18740179,10.4982022,3.561001449,1430.658,3796.731751,44.116,0.24026051,-0.150097996,0.04690514
3691,COC1=CC=C(C(C)=C1)S(F)(=O)=O,RLECHTFEUBOACU-UHFFFAOYSA-N,0,0,0,0,0,6,2,3,0,13,6,2,1,0,96.85328778,89.63443366,81.27380849,71.8783042,60.39560839,98.45142813,90.21520181,75.82553943,58.62236462,46.01452953,4.75,99.19627205,-0.271740521,-0.222070586,0.955785054,-1.566,0,0.0784059,7.045,6.425514416,2.593715468,1.766815436,1.63739402,0,1.126,79.278,163.771,0.9055371,0.061896544,0.159214405,0.612018676,-0.04385157,-0.141877548,0.534485915,-0.033388845,-0.149406467,0.605575459,-0.311306576,3,10.079,69.548,-0.024737224,204.216,-0.408606064,-0.505508673,-0.894087595,2.393232973,35.76529581,71.56504006,90.015,107.004,79.30943792,111.617332,46.139,0.712773081,5.244950705,-0.094,-3.571,-0.9,-2.412,5.209,0.855,9.378,6.186,-1.056,1754.294,1575.719,18.917,0,0,0,42.837,393.734,0.887235377,361.9432419,541.1189191,2.210101809,2.111964911,4.453526677,8.719455824,9.215826779,3.507395044,633.018,1438.203266,43.681,0.286569352,-0.1680219,0.049259638
3692,COC1=CC=C(C=C1)S(F)(=O)=O,QHEMDSDRFAIOOU-UHFFFAOYSA-N,0,0,0,0,0,6,1,3,0,12,6,2,1,0,97.07515496,89.43710119,79.60648838,67.9253634,54.92520638,98.40198864,89.46802969,73.6619115,55.35198472,42.24481721,4.75,99.196,-0.169408,-0.222005,0.946796,-1.268,0,0.1088548,8,6.7549,2.58529,1.76164,1.63147,0,1.268,85.498,95.607,0.9058349,0.060004717,0.161293876,0.610546262,-0.040031,-0.145148,0.532532,-0.031376,-0.151347,0.604667,-0.31649,3,10.244,143.537,-0.02792,190.189,-0.40998,-0.49953,-0.893205,2.39766,35.3888,57.2624,87.611,143.266,77.5606,99.6363,47.562,0.698660856,5.135786498,-0.128,-3.739,-1.031,-2.399,4.988,0.625,9.404,6.432,-0.724,1531.513,1478.998,17.457,0,0,0,49.411,374.668,0.886024341,346.2068915,505.1796592,1.990946568,2.096728378,3.277027974,8.762382935,9.215052775,3.501473115,587.889,1047.736,50.296,0.28857,-0.172205,0.05138
3693,COC1=CC=C(C=C1CC(O)=O)S(F)(=O)=O,CAFSLBNPROVCBM-UHFFFAOYSA-N,1,0,0,0,0,6,2,5,0,16,6,4,1,0,97.03588996,89.44632753,79.61509522,68.30592199,56.48309257,98.31302002,89.4635083,73.65066024,55.36030898,42.24031098,6.75,99.23554646,-0.142325969,-0.219564305,0.954749363,-2.034,-2,0.0429108,5.632,7.031798011,2.58581276,1.761790002,1.63101458,1,1.347,183.934,136.651,0.8683432,0.059304813,0.16005447,0.611068661,-0.038857687,-0.144102665,0.533025677,-0.030114457,-0.150309964,0.605115012,-0.314514196,3,10.232,0.161,-0.028302155,248.226,-0.401932871,-0.498741562,-0.893466962,2.398226586,35.83044114,57.16734759,60.801,84.402,76.99607713,125.9338327,97.606,0.699136091,5.139523757,-1.18,-2.257,-0.914,-4.228,6.791,0.722,12.762,9.889,-1.961,45.212,41.806,21.671,0,0,0,49.491,455.363,0.855405812,417.0141476,633.5162941,2.24806795,2.09744112,5.493027051,8.880036053,9.214732285,3.501016809,739.31,1684.163033,50.377,0.286212041,-0.171408175,0.051329231
3695,COC1=CC=C(C=N1)S(F)(=O)=O,PSJZWCUEBRWXGC-UHFFFAOYSA-N,0,0,0,0,0,6,2,4,0,12,6,2,1,1,97.06224174,89.39477797,79.36438468,67.4163716,54.07020048,98.3245093,89.35571038,73.50919994,55.19125047,42.11796288,5,99.066,-0.361844,-0.216708,0.963802,-1.173,0,0.0769281,6.674,5.3186,2.57939,1.75931,1.62934,0,1.493,97.209,99.334,0.9037328,0.06297426,0.157092099,0.612803129,-0.047762,-0.141496,0.534118,-0.03306,-0.147705,0.6069,-0.32857,3,10.565,115.71,-0.03492,191.177,-0.45936,-0.49673,-0.889175,2.40076,37.7572,55.3652,83.744,124.766,73.7717,94.6465,58.571,0.691487812,5.074131434,-0.227,-3.685,-1.123,-2.68,4.823,0.304,8.94,6.625,-0.539,1185.958,1124.143,16.927,0,0,0,49.571,371.767,0.884875448,342.3466146,495.7880871,2.014121856,2.089747465,3.29256036,8.620753006,9.021544603,3.49934351,579.054,1383.277,50.458,0.29365,-0.181745,0.05624
3696,COC1=CC=C(Cl)C=C1S(F)(=O)=O,DCTOGTYNLRSWAE-UHFFFAOYSA-N,0,0,0,0,0,6,1,3,0,13,6,2,1,0,96.80126707,89.49059102,80.70887666,70.65957191,59.82470788,98.39762358,90.03539057,74.84849222,56.94209697,44.18346633,4.75,98.69961,-0.277117093,-0.214488122,0.980057912,-2,0,0.1003438,7.999,6.04644461,2.582402961,1.776591923,1.624565794,0,1.26,87.627,92.7,0.8914892,0.055268254,0.148209697,0.617081334,-0.035714769,-0.133093871,0.535292197,-0.022060514,-0.139134592,0.610756721,-0.307781299,3,9.849,18.528,-0.042641823,224.634,-0.396629951,-0.49109142,-0.88353671,2.400628444,36.86898589,70.18495554,90.069,107.111,78.1118921,109.0727019,46.439,0.692561404,5.055867412,-0.011,-3.799,-0.887,-2.565,5.711,1.106,10.106,6.288,-1.535,1461.943,3158.112,19.101,0,0,0,41.442,401.861,0.879284853,366.6619394,544.3592869,2.36422703,2.093294794,5.453510763,6.768882332,7.134750363,3.510595111,637.587,1411.308264,114.423,0.265139476,-0.175211561,0.057890996
3698,COC1=CC=C(NC(=O)CCC2=CC=C(C=C2)N2C(N)=NC(N)=NC2(C)C)C=C1S(F)(=O)=O,IVNVGIWGCNLABW-UHFFFAOYSA-N,0,0,0,0,0,18,3,10,1,33,18,8,1,1,97.28844522,91.97855545,86.01994822,79.37240826,71.46695093,98.83827478,93.08348456,82.06868353,68.64712723,59.02927286,10.75,99.36247088,-0.21759703,-0.22983876,1.074644785,-5.428,-2,0.0488907,8.364,5.81102158,2.586515614,1.768316116,1.622091524,5,1.129,281.006,278.556,0.7643566,0.057393052,0.145927675,0.623714146,-0.036518019,-0.131231333,0.544715553,-0.023067288,-0.137299173,0.617822909,-0.265099123,2,8.465,0,-0.036541774,476.525,-0.398339756,-0.48895714,-0.904731315,2.417831683,38.44243262,64.38158158,60.609,199.787,146.3279383,294.0123201,159.861,0.714363282,5.24961523,-3.017,-6.298,-0.07,-5.227,15.994,1.68,30.265,21.086,-5.686,21.435,13.552,47.884,0,1,0,43.187,803.44,0.842119716,615.75126,1108.644211,2.74078551,3.359516817,7.737869714,8.618578724,8.259162664,3.519828877,1430.957,3559.342188,44.09,0.228557349,-0.150820448,0.049801014
3699,COC1=CC=C(NS(=O)(=O)C2=CC=C(C=C2)S(F)(=O)=O)C=C1,XSENQDSZMGTEKV-UHFFFAOYSA-N,0,0,0,0,0,12,1,6,0,22,12,5,1,1,97.01804813,89.78954691,80.49297071,69.93804191,58.33882219,98.30868221,89.36311263,73.83206745,55.82961267,42.99638744,9.25,98.07326281,-0.06092948,-0.218994286,0.932046148,-3.287,-2,0.0666656,8.009,4.550748473,2.573095568,1.775608814,1.629549319,1,2.106,181.022,95.634,0.8378904,0.056538826,0.154047086,0.618672255,-0.015405289,-0.138420201,0.540714013,-0.007202187,-0.144860785,0.613634773,-0.289052918,3,9.141,0.205,-0.067904315,345.36,-0.345981761,-0.49662722,-0.883795669,2.393425965,21.46448972,57.66250695,71.91,235.61,86.23015111,188.2257662,99.612,0.686227,5.025011274,-1.333,-5.279,-0.747,-3.546,9.949,0.712,17.987,13.397,-2.681,190.224,155.155,31.394,0,0,0,49.395,562.548,0.840952213,504.5602132,821.1129294,2.021903764,2.086969861,8.610649656,9.023613538,8.769064846,6.743632733,962.217,2525.061978,50.282,0.221148603,-0.178478617,0.072026674
3700,COC1=CC=C(NS(=O)(=O)C2=CC=C(C=C2)S(F)(=O)=O)C=N1,HUDSQNAWXAGMDW-UHFFFAOYSA-N,0,0,0,0,0,12,2,7,0,22,12,5,1,1,96.98380431,89.52883782,79.84056685,68.85207041,56.89915196,98.28790382,89.32421638,73.57056489,55.30756108,42.23494357,9.5,98.09849621,-0.089475217,-0.211014369,0.931453285,-3.208,-2,0.0372966,5.964,3.594576728,2.572842293,1.777203402,1.626794254,1,2.208,192.318,99.343,0.8336381,0.056353233,0.150176968,0.619696274,-0.013927889,-0.135076699,0.541257801,-0.005751303,-0.141416889,0.614371873,-0.299392156,3,9.433,0.138,-0.070303243,346.348,-0.343062729,-0.493117859,-0.883170144,2.393830705,20.61695855,57.81687447,68.518,219.862,86.71517119,185.4672627,110.532,0.682948968,4.994572671,-1.459,-5.272,-0.818,-3.809,9.823,0.46,17.564,13.612,-2.589,148.643,119.302,30.906,0,0,0,49.394,562.11,0.827773495,511.9374392,820.2339697,2.078385711,2.082165205,8.983883359,9.446796154,8.969083288,6.33447873,953.787,2457.301266,50.586,0.229088913,-0.184847699,0.074572541
3701,COC1=CC=C(NS(=O)(=O)C2=CC=CC=C2S(F)(=O)=O)C=C1F,PWTFHBUNVMHOKQ-UHFFFAOYSA-N,0,0,0,0,0,12,1,6,0,23,12,5,1,1,96.47460626,90.63308181,84.46536405,77.36806856,68.44690615,99.21192676,92.25258743,79.38370759,64.25091065,52.96389429,9.25,97.141902,-0.159698743,-0.207400376,0.942561117,-3.637,-1,0.115844,10.518,8.27672854,2.574760832,1.799762794,1.631041101,1,1.934,144.209,95.537,0.8558276,0.059804389,0.14165334,0.628172687,-0.01240681,-0.12417394,0.546246174,-0.000492298,-0.133092045,0.621846447,-0.284584979,3,9.24,1.2,-0.059595619,363.35,-0.322525551,-0.499483168,-0.882656979,2.402774063,23.13866493,78.99854105,80.12,227.108,54.88416896,187.0599669,93.027,0.706413436,5.227707234,-0.851,-4.948,-0.749,-2.897,9.417,1.047,18.545,13.065,-2.584,424.974,546.053,31.025,0,0,0,80.499,548.011,0.847034529,499.236724,817.6827949,2.573254273,2.101390627,8.703759678,10.31383443,7.2121753,3.501040557,955.027,2553.264787,81.157,0.22498936,-0.172090299,0.06581161
